"","HE_AMI1_S7","HE_AMI2_S8","HE_AMI3_S9","HE_CLA1_S10","HE_CLA2_S11","HE_CLA3_S12","HE_NCA1_S19","HE_NCA2_S20","HE_NCA3_S21","HE_NTP1_S4","HE_NTP2_S5","HE_NTP3_S6","HE_NTP_AMI1_S13","HE_NTP_AMI2_S14","HE_NTP_AMI3_S15","HE_NTP_CLA1_S16","HE_NTP_CLA2_S17","HE_NTP_CLA3_S18","HE_unt1_S1","HE_unt2_S2","HE_unt3_S3"
"MAB_0148c",4913.91,4344,3340.66,2873.26,2113.16,2946.22,3326.68,3715.57,3093.92,3256.49,3761.11,3962.76,5153.03,7268.5,6665.68,3755.54,4535.03,3573.58,3666.01,3243.41,3318.14
"MAB_0149c",1455.19,1233.88,978.78,892.51,629.93,1058.78,1188.66,1150.43,1117.15,848.08,1356.51,1382.36,1931.45,2918.95,2340.34,1231.86,1735.74,1242.78,651.43,599.26,546.53
"MAB_0150c",97.96,80.08,75.05,26.28,26.14,45.24,7.14,21.36,12.49,101.61,93.31,118.82,110.73,116.39,82.76,44.19,49.92,31.64,85.24,86.16,74.22
"MAB_0151c",780.26,764.53,510.43,278.49,186.76,291.09,74.24,155.54,83.11,1232.18,1063.2,1255.38,723.68,652.96,689.19,331.92,234.5,282.18,1386.81,1491,1404.69
"MAB_0152",595.46,555.46,422.47,225.66,185.31,272.14,94.3,122.5,96.73,822.69,745.92,838.14,761.16,691.66,569.19,318.99,335.08,288.43,761.27,667.41,607.3
"MAB_0153",3326.68,2438.81,2331.88,1055.31,812.23,1293.95,89.84,156.91,71.51,1650.24,1306.66,1546.82,2154.24,1649.05,2067.35,1213.49,1005.31,1144.8,1500.27,1661.27,1594.82
"MAB_0154",1420.14,1042.74,1002.57,593.62,487.09,768.68,51.93,93.49,54.22,801.55,611.49,759.62,941.5,718.45,962.66,649,503.26,631.95,822.65,919.04,832.8
"MAB_0155",560.82,375.85,412.58,161.49,144.09,235.65,40.64,55.61,28.45,294.51,302.18,323.59,322.31,289.92,300.7,157.34,136.01,162.88,297.85,308.08,292.12
"MAB_0156c",3146.93,1874.84,2462.64,1028.03,842.03,1732.12,172.69,278.14,166.23,1860.53,1986.69,2239.86,2062.49,1626.47,1624.51,1264.35,1295.68,1290.57,2304.26,2496.19,2263.27
"MAB_0157",94.96,88.95,56.42,62.62,41.88,94.47,15.54,28.62,20.66,83.01,81.05,79.3,98.07,99.96,102.53,85.66,100.11,98.66,62.24,62.64,62.81
"MAB_0158c",156.57,163.14,121.16,126.99,91.96,187.78,30.99,39.74,37.19,169.76,164.93,215.82,166.96,204.36,184.18,160.01,173.01,144.69,130.77,117.97,97.93
"MAB_0159",521.57,441.14,359.46,439.68,327.5,431.72,26.54,63.77,39.81,87.46,97.39,97.35,413.09,268.96,332.41,382.99,273.78,379.68,108.53,98.43,88.05
"MAB_0160",124.55,91.2,102.16,112.89,92.59,105.05,9.38,20.07,8.35,29.77,26.34,35.42,84.26,53.99,76.89,146.18,95.57,121.72,27.74,34.99,27.7
"MAB_0161",384.3,313.5,284.84,197.99,168.76,294.47,44.99,64.14,43.96,198.38,178.68,221.34,340.91,258.74,276.7,246.28,230.61,230.61,250.18,206.73,202.84
"MAB_0162c",664,480.53,492.85,341.11,277.07,476.19,14.36,25.73,14.77,142.82,128.09,132.14,417.47,328.05,334.24,360.55,342.82,403.97,123.89,129.34,112.86
"MAB_0163c",2697.19,1817.66,1869.72,1419.2,1134.34,1759.73,15.51,16.86,12.8,113.2,121,143.88,1068.45,857.42,1106.36,1197.85,1062.7,1429.45,152.77,120.43,126.24
"MAB_0164",656.51,585.12,444.14,273.57,270.01,310.51,16.07,34.93,15.07,713.22,580.28,712.09,496.11,346.09,364.19,279.84,227.43,283.18,1093.01,976.84,991.61
"MAB_0165",2666.95,2196.65,1946.46,1169.32,936.58,1571.43,88.73,241.41,135.38,1502.18,1497.43,1726.46,1891.89,1500.04,1408.84,913.34,880.01,993.82,2087.99,1863.61,1769.86
"MAB_0166",1041.59,740.47,679.38,323.93,254.76,454.84,50.86,115.69,72.46,368.81,359.12,398.81,587.88,512.35,449.82,225.2,244.16,254.23,461.12,451.15,411.84
"MAB_0167",592.93,459.89,437.7,181.41,184.59,263.76,149.5,215.46,198.38,408.3,347.97,464.72,393.91,358.08,349.53,199.26,183.91,196.35,495.49,501.47,465.66
"MAB_0168c",869.49,1038.35,687.86,538.39,384.81,783,83.62,151.66,111.24,955.72,881.77,1094.51,726.01,623.55,749.42,541.81,500.23,606.91,802,819.62,718.3
"MAB_0169c",2151.51,2831.91,1759.92,2560.27,1699.97,1990.99,106.97,368.23,162.27,2037.85,2826.05,2915.27,3966.18,3710.68,4064.24,2531.65,2960.99,2757.95,3254.34,3325.3,3274.07
"MAB_0170",484.04,426.05,335.5,242.74,180.07,285.2,64.91,50.36,81.34,846.69,634.2,763.53,513.99,366.46,434.35,312.96,287.16,341.64,827.77,753.19,748.43
"MAB_0171",1695.66,1426.19,1172.77,608.72,560.55,655.35,123.51,189.66,124.05,3098.91,2356.31,2729.26,1801.09,970.05,1349.64,795.41,643.05,882.61,3253.03,3366.31,3347.36
"MAB_0172",389.14,322.07,236.69,173.45,152.92,175.43,17.12,58.27,17.46,550.41,446.24,539.7,337.01,196.66,295.03,166.73,119.85,147.07,750.46,687.88,659.58
"MAB_0173",476.49,445.99,343.15,225.89,190.61,254.38,41.77,71.69,24,1111.46,972.16,1068.57,442.35,263.23,372.43,277.97,235.15,302.61,1508.7,1459.95,1333.76
"MAB_0174",593.23,598.19,488.18,287.76,281.12,332.15,77.22,196.57,112.15,1749.11,1356.09,1699.23,540.46,492.88,503.26,364.16,315.2,423.89,1946.38,1767.84,1629.81
"MAB_0175",772.42,674.16,542.93,1435.88,1002.41,1545.78,19.8,48.43,10.09,1042.68,861.39,948.74,1710.16,1954.42,1421.36,2955.09,3264,3623.15,746.59,899.89,869.45
"MAB_0176",6359.45,5553.66,4431.42,7384.24,5967.46,8192.45,59.05,329.96,64.79,12585.57,10383.09,11464.63,10669.04,9797.79,9604.8,12770.51,14792.27,15753.93,12382.6,13359.59,12647.33
"MAB_0177",19014.35,15872.07,13685.25,20154.83,14919.51,27518.36,167.49,699.1,172.88,23895.03,18927,22169.15,21808.61,21356.05,20297.6,31073.26,37717.29,39643.35,26912.75,26121.74,24792.04
"MAB_0178",1537.68,1208.05,1063.45,1249.68,808.34,1574.03,32.74,72.36,35.93,1357.85,1243.77,1397.53,2024.42,1631.85,1389.26,1539.03,1616.86,1846.89,1254.11,1386.11,1347.85
"MAB_0179",2819.12,2718.7,1984.92,3922.27,2796.28,3493.58,1836.38,1893.77,1975.99,3096.62,2690.45,3024.73,2647.62,2924.82,3429.73,3794.62,3773.8,3862.7,4162.55,4046.55,3865.68
"MAB_0180",4510.68,4461.47,3380,1478.78,1428.23,1443.45,2886.85,3126.28,2650.96,8994.08,7923.7,8716.97,4377.15,4093.22,5164.97,2005.35,1688.31,1863.81,13733.81,13769.41,12580.04
"MAB_0181",2077.73,1754.03,1486.66,1052.62,769.68,1050.09,1515.26,1188.97,1461.84,4002.24,3415.7,3672.69,1924.34,1713.39,2028.27,1263.28,1105.42,1291.89,4861.57,6006,5863.82
"MAB_0182c",785.58,771.18,585.81,860.24,633.88,870.15,5167.55,7733.43,7354.77,622.09,948.82,987.18,1169.39,1476.82,1341.77,1071.07,1085.69,871.11,628.64,562.69,551.88
"MAB_0183c",806.85,750.27,564.38,1278.61,1002.14,1180.36,4578.7,7313.23,7007.18,481.3,836.03,845.92,1484.62,1694.53,1134,2467.42,2964.89,2543.62,630.18,628.08,624.47
"MAB_0184c",92.95,97,80.5,97.65,60.51,85.19,1253.7,2097.62,1818.12,155.69,242.69,236.8,375.74,417.76,245.24,227.69,361.76,261.65,117.84,135.05,119.49
"MAB_0185c",805.28,749.32,593.15,519.3,431.64,506.27,1607.11,2303.24,1830.78,2483.18,2020.05,2459.99,1178.2,1148.8,1099.26,733.31,773.01,860.34,3035.22,2949.45,2686.22
"MAB_0186c",799.92,726.2,607.64,425.14,365.14,453.93,153.12,149.49,136.95,1741.03,1508.5,1735.99,885.53,695.47,813.72,535.35,457.82,594.11,2059.16,2292.61,2059.59
"MAB_0187",520.05,578.32,323.49,471.72,363.43,508.09,113.38,156.3,146.78,276.22,250.15,245.47,431.19,820.41,729.62,381.11,393.76,288.54,415.86,257.23,264.35
"MAB_0188c",35.61,33.07,21.27,38.43,27.57,32.05,6,19.86,10.11,23.35,18.7,17.85,32.66,36.57,47.58,41.36,46.96,41.74,25.69,29.68,31.77
"MAB_0189c",1002.19,952.61,714.73,471.3,395.07,496.77,104.5,193.77,112.09,1578.38,1185.43,1397.65,1082.35,895.55,909.73,579.22,504.91,496.58,1713.03,1660.41,1591.86
"MAB_0190c",408.43,343.68,285.64,172.22,147.16,227.61,129,175.55,191.57,704.69,577.85,597.88,462.04,423.43,395.5,277.3,236.46,250.97,580.5,605.96,573.23
"MAB_0191c",557.77,528.78,441.55,184.66,161.58,187.51,26.09,103.74,31.46,1201.72,1009.74,1089.11,557.53,404.12,517.28,251.85,177,255.72,1242.82,1249,1188.04
"MAB_0192c",605.39,537.01,425.22,285.69,187.91,302.42,66.19,118.69,70.28,1056.34,814.69,926.77,635.66,489.46,563.45,347.41,288.73,344.66,1023.24,970.41,998.47
"MAB_0193c",43.43,39.74,26.43,36.54,29.5,44.88,10.49,10,12.57,67.12,44.5,55.07,66.46,48.26,59.23,52.39,49.08,55.59,65.81,54.95,48.88
"MAB_0194",621.7,610.97,443.34,544.49,444.53,473.85,123.41,222.73,149.01,512.58,512.16,535.74,950.23,649.32,749.99,663.82,653.45,718.5,757.36,576.73,606.54
"MAB_0195c",83.84,81.8,40.11,32.95,21.84,34.38,11.97,24.39,10.09,130.78,268.51,215.78,254.22,336.36,202.18,93.55,122.28,73.68,44.5,22.99,31.22
"MAB_0196c",67.85,108.45,74.39,78.32,44.18,93.61,29,36.7,30.11,85.19,108.76,125.62,116.81,123.53,112.19,98.86,95.11,80.12,103.95,86.34,93.38
"MAB_0197",96.64,95.5,57.46,55.42,44.01,56.92,32.19,64.93,41.61,116.64,114.51,118.66,116.23,100.43,124.3,92.19,90.68,104.18,170.99,264.42,211.82
"MAB_0198",239.14,230.85,159.18,135.95,107.85,179.42,19.23,33.84,29.18,274.38,219.62,259.43,198.86,216.81,198.96,125.34,135.36,136.68,363.27,292.28,289.89
"MAB_0199",640.53,581.57,436.11,318.14,274.39,364.97,59.92,138.5,71,736.78,660.88,692.68,719.15,529.8,545.49,302.18,248.92,321.54,1140.84,1058.58,979.66
"MAB_0200c",120.09,153.54,106.82,51.76,44.16,60.5,14.18,61.05,22.47,280.11,222.93,271,156.53,121.41,120.62,61.19,61.47,55.09,333.76,296.01,286.51
"MAB_0201c",316.68,276.18,229.45,115.15,95.26,123.19,34.88,75.22,29.73,611.59,476.86,569.84,341.39,251.97,257.07,160.57,96.7,143.49,710.82,699.12,636.86
"MAB_0202c",370.12,342.73,305.45,182.49,150.66,234.84,26.45,52.14,26,632.96,487.42,647.58,444.31,308.24,347.95,212.42,169.27,203.93,728.82,714.8,675.43
"MAB_0203c",581.74,482.82,385,224.68,184.41,213.7,24.82,48.58,26.45,673.45,566.28,641.93,612.36,379.8,461.77,240.36,199.72,260.93,894.53,874.49,847.72
"MAB_0204c",479.99,408.28,331.86,237.18,220.53,292.23,29.93,84.8,32.99,590.47,452.76,559.76,434.8,373.92,369.78,314.36,298.43,357.85,808.92,772.09,678.96
"MAB_0205c",291.97,272.74,222.69,144.05,123.96,178.88,43.34,120.65,46.96,518.93,418.11,460.26,299.8,314.24,297.99,203.28,160.42,183.47,461.96,509.36,500.18
"MAB_0206",1632.95,1571,1220.31,708.42,607.12,868.41,453.59,806.18,558.41,2335.2,1886.26,2257.68,1801.22,1450.88,1594.85,769.38,679.74,803.12,2647.7,2232.93,2059.11
"MAB_0207c",595.95,543.96,402.86,196.85,161.43,234.78,80.08,203.15,90.36,540.09,470.19,543.11,699.62,549.04,503.84,227.65,229.86,248.42,568,496.18,512.53
"MAB_0208",194.36,187.45,110.28,154.2,133.78,248.19,19,56.51,29.14,110.14,94.07,167.59,151.84,169.24,105.26,108.65,91.66,97.47,253.28,169.74,171.09
"MAB_0209",384.3,404.72,250.11,404.2,333.99,510.76,281.5,194.15,371.96,350.45,384.34,427.74,410.66,537.81,411.46,430.88,359.5,374.73,406.43,355.08,380.72
"MAB_0210",115.97,96.61,74.2,67.7,45.2,120.49,178.41,141.65,202.93,109.43,112.45,127.76,74.45,81.7,74.78,80.45,82.86,81.5,149.32,145.46,125.19
"MAB_0211",100.09,119.59,114.3,90.41,71.93,139.93,72.62,86.85,79.11,156.07,140.16,188.03,92.23,112.64,111.62,78.35,98.18,93.11,178.72,171.08,131.55
"MAB_0212",149.12,119.14,88.8,114.04,88.54,125.51,682.35,641.61,867.35,263.95,321.49,335.36,344.86,348.54,227.09,230.23,217.04,227.04,177.78,122.03,142.24
"MAB_0213c",342.54,226.76,248.38,101.11,87.72,91.22,162.91,387.18,231.39,460.16,466.62,504.77,731.3,525.2,382.18,185.3,189.59,182.45,287.61,364.66,329.03
"MAB_0214c",101.81,95.58,72.59,92.96,60.24,107.51,38.72,25.31,46.8,161.07,138.72,160.66,161.92,124.73,113.24,122.84,157.72,158.32,96.42,114.26,142.27
"MAB_0215",619.62,651.22,456.81,313.12,230.03,391.09,4686.04,8052.03,6037.04,373.46,447.82,403.76,654.65,1146.08,804.66,293.08,364.19,165.04,320.54,291.65,263.78
"MAB_0216",166.5,167.04,137.99,66.05,46.19,95.68,1124.89,1522.53,1150.3,115.31,128.88,120.74,145.66,245.54,254.43,81,96.61,47.2,150.3,155.43,137.55
"MAB_0217c",1656.42,1556.41,1271.81,592.82,602.72,655.86,610.62,800.43,684.41,2508.3,2231.88,2530.95,1555.38,1251.84,1381.92,696.54,530.89,657.41,4757.3,4619.19,4423.23
"MAB_0218c",737.43,691.55,463.54,361.62,257.27,410.78,53.95,81,67.22,839.77,650.15,779.36,680.27,508.36,525.16,384.81,341.27,384.53,1397.66,1521.72,1512.47
"MAB_0219",885.18,765.34,591.42,180.35,115.72,249.27,190.23,667.68,212.31,225.42,276.14,301.19,1454.72,1516.22,1148.14,261.66,264.72,271.72,159.72,146.45,155.81
"MAB_0220c",520.55,545.34,393.22,182.99,146.93,210.3,162.46,512.77,247.08,578.27,494.99,551.7,703.16,607.49,529.64,255.53,231.36,220.08,570.2,577.2,516.72
"MAB_0221c",502.18,572.51,382.28,295.99,227.64,362.91,46.05,58.36,35.38,575.49,587.5,562.07,406.65,429.14,513.08,269.55,263.81,256.72,698.65,792.86,761.8
"MAB_0222c",217.85,194.92,135.81,101.69,64.18,87.43,16.88,25.27,26.34,223.53,202.41,224.36,184.66,166,171.95,104.88,113.19,120.65,317.11,324.59,334.96
"MAB_0223",11.93,12.81,10.36,26.84,21.11,26.32,9.96,4.72,17.97,7.24,24.76,20.93,24.62,40.2,28.32,46.19,50.82,38.55,4.65,3.88,14.8
"MAB_0224",21.64,23.97,16.05,48.31,46.76,37.66,23.93,14.35,25.05,18.93,45.49,36.65,43.18,62.89,59.03,78.95,84.58,101.97,10.68,13.54,11.41
"MAB_0225",12.35,16.2,13.03,22.57,18.39,17.78,15.31,10.85,23.31,14.92,18.19,30.16,22.16,38.36,20.38,24.41,31.89,41.05,9.24,3.07,10.05
"MAB_0226",7.64,7.72,3,11.14,3,13.01,12.38,8.42,13.12,14,17.72,14,12.22,14,21.68,17.3,10,6.16,9.57,12,13.35
"MAB_0227",2.42,3.04,1.96,2,1.76,3.66,3.57,5.86,2.55,1.96,2,0,3,1.66,7.84,2.3,1.55,2.01,4.19,2,5.23
"MAB_0228",1,1.31,0.54,2.72,3.7,2.35,4.16,1.09,2.16,6.05,3.39,2.73,1,3.91,5.2,2.86,1.53,2.01,2.62,3.38,5.92
"MAB_0229",8.01,9.23,1.88,11.14,2.65,6.72,13.24,15.69,9.24,3.14,9.38,11.59,6.53,9.73,12.55,6.38,3.28,10.03,5.34,16.7,11.86
"MAB_0230",7.53,21.7,7.46,11.76,13.07,12.99,6.84,11,6.41,22.96,14,19.89,12.93,23.57,21.84,13.45,7,18.05,23.81,35.73,31.36
"MAB_0231",4.47,4.91,0.77,3.74,0,7.03,2.3,5.05,4.62,4,6.74,5.89,5.86,6,12.61,8.01,3.59,3.53,9.42,7.51,7.59
"MAB_0232",6.64,9.51,9.27,7.3,2.88,7.04,7.3,7.99,5.8,9.69,7.41,13.26,12.3,10,21.7,11.32,6.58,3,11.74,11.5,7.54
"MAB_0233",31.39,40,22.7,51.14,32.72,57.08,42.57,54.69,38,40.32,36,49.39,50.27,64.62,101.19,74.24,47.34,49.26,25,35.07,28.05
"MAB_0234",2.92,1.32,1.73,2.01,1.39,1.32,1.81,5.77,4.59,3.84,2.81,3.95,4.15,3.62,8.38,1.96,2.3,6.43,1,2,3
"MAB_0235",3.05,9.65,5.51,12.95,3.58,6.57,10.32,14.93,9.31,9,8.82,7,9.31,21.03,29.45,8.73,11.72,14.24,3.27,7.19,14
"MAB_0236",21.66,17.26,8.73,15.7,10.22,15.81,18.41,36.01,22.96,16,18.7,16.99,19.72,15.59,14.03,12.49,13.28,12.32,12.53,13.39,15.69
"MAB_0237",1.11,7.78,3,6.54,3.11,9.46,1,5.47,4.95,1.82,2.04,6.11,7.78,3.78,10.68,2.11,5.36,2.66,2.22,3.27,1.62
"MAB_0238",6,2.85,0.72,3.42,0,4.38,3.53,2.96,0.2,1.01,1,5,3,3.54,3.76,7.89,0.04,7,3.22,6.2,2.15
"MAB_0239",8.57,9.62,7.39,6,4.55,10.73,4,7.93,2.68,6.42,5.7,10.54,13.03,15.82,11.03,19.58,14.47,9.88,11.27,9.54,4.62
"MAB_0240",14.04,17.42,6.03,16.72,13.57,21.36,12.31,11.91,5.47,12.26,8.45,19.86,20.45,25.41,29.92,20.74,26.24,21.36,11.12,13.09,12.27
"MAB_0241",27.23,23.07,18.15,45,17.72,42,20.04,24.99,19.16,40.51,41.32,33.43,30.45,45.7,63.99,38.86,31.26,33.3,37.41,56.18,30.27
"MAB_0242",147.35,143.23,107.66,137.39,94.72,190.47,4.99,19.97,10.77,124.88,106.89,180.51,81.11,70.35,77.43,83.42,77.43,98,283.86,206.68,248.43
"MAB_0243",297.3,264.66,169.65,133.49,105.78,246.35,38.15,33.8,32.82,315.03,276.99,303.11,112.93,104.57,145.47,139.31,115.57,154.78,543.09,569.07,580.14
"MAB_0244",376.18,329.26,238.46,201.96,164.42,284.28,120.41,202.11,105.58,527.91,420.16,514.86,236.35,218.19,243.66,235.69,191.42,245.34,818.12,879.91,833.92
"MAB_0245c",230,209.27,173.31,141.26,91.31,189.7,71.53,88.91,91.24,268.32,251.47,289.64,206.35,183.08,179.93,160.55,155.66,172.07,433.84,490.3,387.05
"MAB_0246",296.23,286.45,245.23,245.26,152.72,294.69,1248.57,1141.57,1360.47,329.91,491.39,568.39,520.07,847.12,663.82,361.45,396.2,299.32,247.88,239.86,185.66
"MAB_0247c",96.57,102.72,79.57,77.72,72.51,90.16,343.68,330.46,386.89,106.36,159.81,167.57,197.61,315.93,260.46,108.92,180.2,106.64,101.99,76.51,86.05
"MAB_0248c",63.03,76.5,43.91,65.89,49.35,93.76,185.46,164.34,242.66,189.54,298.66,283.14,359.45,574.19,325.72,255.57,327.99,271.81,109.05,90.24,98.22
"MAB_0249",30.39,16.99,25.81,24,38.78,19.84,1280.19,3231.14,2319.05,700.26,1806.5,1734.74,4638.09,6739.31,2982.09,1279.73,2942.43,1937.28,15.93,14.95,9.74
"MAB_0250",803.93,621.11,563.96,417.05,377.3,432.69,3830.24,6825.23,4945.09,2196.08,2745.01,2828.62,6837.12,10639.95,6964.07,3617.85,8056.65,4876.11,1739.11,1623.57,1610
"MAB_0251",244.68,257.53,178.28,117.11,92.64,151.86,201.2,193.93,284.54,273.66,339.46,386.8,514.81,878.08,497.43,217.77,305.84,188.2,229.96,231.35,219.22
"MAB_0252",418.57,334.08,278.31,195.92,171.45,286.08,525.81,312.51,593.88,518.28,489.65,546.03,657.07,1261.84,1134.81,422.23,575.59,343.34,472.23,432.76,380.97
"MAB_0253",135.64,140.68,123.36,80.74,59.28,83.42,110.46,94.81,141.84,182.58,159.42,237.2,203.47,256.34,257.66,130.11,117.91,99.78,250.08,217.72,203.12
"MAB_0254c",260.89,215.58,185.09,173.62,128.59,179.64,70.88,51.73,56.57,321.53,278.45,302.39,351.68,323.3,315.73,224.22,213.55,231.69,389.65,353.16,319.65
"MAB_0255",348.91,260.66,237.22,157.72,116.57,158.97,45.26,45.55,49.35,404.34,356.38,371.78,374.05,330.24,341.65,170.62,168.3,217.43,624.64,587.8,624.85
"MAB_0256c",236.73,226.47,146.2,171.7,126.46,190.05,72.65,49.36,74.49,174.62,164.3,166.14,277.97,278.72,256.49,242.26,256.85,240.96,185.2,224.64,203.19
"MAB_0257c",349.14,408.23,229.47,301.42,234.96,418.31,82.47,103.54,115.93,392.14,370.88,478.86,360.8,384.89,397.32,435.64,452.27,479.28,493.42,543.47,480.54
"MAB_0258c",263.76,248.26,183.46,85.43,76.99,104.14,29.7,34.57,13,301.01,299.95,353.32,220.38,204.27,232.53,94.41,108.84,112.85,445.42,463.5,396.18
"MAB_0259c",291.62,221.39,166.34,133.04,85.19,207.18,24.54,37.34,15.99,269.7,246.76,297.62,216.42,212.31,236.41,136.58,146.24,117.99,338.03,338.47,343.61
"MAB_0260",123.07,135.78,124.64,74.85,46.55,108.15,149.26,145.12,188.88,112.86,101.31,90,139.78,171.57,188.69,77.07,71.24,60.77,76.2,63.72,73.59
"MAB_0261",320.96,273.23,190.27,271.49,206.91,383.35,102.59,54.58,111.31,291.86,313.77,319.39,278.65,303.62,318.15,329.95,270.04,297.91,272.86,286.3,240.49
"MAB_0262",181.68,176.97,125.86,132.57,107.24,189.38,60.2,31.69,56.8,161.66,160.57,177.18,133.74,192.89,174.45,110.35,99.58,117.53,189.96,230.55,142.12
"MAB_0263",70.23,51.97,50.05,37.99,41.36,97.88,26.32,16.38,29.97,82.95,79.8,97.76,41.54,54.38,70.14,54.8,51.68,36.16,109.11,96.16,90.23
"MAB_0264",77.81,102.55,60,91.86,77.38,116.08,30.15,33.73,38.7,116.78,94.16,123.96,91.8,116.54,84.84,73.51,68.16,86.05,162.28,138.65,100.72
"MAB_0265",704,616.66,483.32,786.24,513.36,894.72,24.34,52.77,29.97,774.73,560.7,770.05,653.54,535.88,674.09,748.03,890.47,886.3,855.77,782.61,759.42
"MAB_0266c",482.77,479.59,336.72,462.58,322,524.59,52.24,122.46,51.61,333.61,354.92,355.34,543.51,425.53,492.84,441.72,484.84,470.97,450.72,403.05,383.65
"MAB_0267",551.27,519.42,421.58,727.09,525.19,916.95,20.74,36.15,21.81,399.05,365.11,426.19,731.39,702.97,660.41,945.24,1203.86,1302.19,478.61,428.22,415.7
"MAB_0268",356.65,304.55,222.27,396.24,308.99,480.14,14.61,26.69,13.88,211.66,203.5,241.96,403.74,398.09,338.93,435.07,547.59,535.2,239.04,172.89,161.16
"MAB_0269c",52.51,49.45,37.15,53.14,38.91,63.69,4.2,6.28,9.24,33.58,36.72,35.72,65.08,69.22,51.32,58.3,53.23,61.55,49.09,31.11,34.23
"MAB_0270c",9.92,19.28,8.45,51.82,47.39,61.55,3,3.2,0.78,2.99,5.58,3.05,15.28,16.2,15.85,103.58,74.65,100.03,6.31,3.88,12.3
"MAB_0271",293.15,302.19,217.2,259.51,189.24,416.47,76.15,120.28,82.53,248.36,251.18,338.81,267.91,390.72,291.51,259.82,287.11,337.01,308.03,324.16,283.49
"MAB_0272",517.39,473.49,349.28,504.96,374.65,713.49,163.73,189.77,149.58,596.61,571.22,678.46,466.89,560.35,555.12,568.59,598.65,631.62,697.07,763.14,656.26
"MAB_0273c",245.27,208.23,216.8,205.04,137.39,246.01,25.85,35.65,29.99,112.76,108.05,146.97,165.01,171.55,178.77,142.73,142.43,175.05,155.24,131.35,96.59
"MAB_0274c",1547.2,1160.93,1092.72,899.81,753.2,1237.05,82.62,157.65,90.7,476.64,514.05,561.05,1036.58,878.08,697.93,686.59,679.47,820.46,603.5,719.04,622.99
"MAB_0275",216.27,183.32,129.59,165.86,106.35,205.84,24.81,30.01,30.23,291.03,222.53,260.64,181.15,163.59,182.58,139.43,129.65,151.04,379.22,351.34,304.61
"MAB_0276",555.89,375.01,397.03,216.32,164.46,280.46,251.99,340.08,329.46,1123.8,1307.26,1327.3,1776.59,1745.08,1023.85,473.04,655.15,603.57,510.28,601.28,563.07
"MAB_0277c",209.8,221.57,165.34,305.64,234.11,268.46,103.77,127.92,85.08,316.73,267.76,341.31,294.03,310.97,272.51,348.55,298.42,374.42,295.28,248.68,229.42
"MAB_0278c",121.43,125.95,99.14,78.41,68.36,89.08,22.27,44.42,22.95,162.5,152.24,199.12,122.3,134.55,115.91,77.12,77.73,74.99,314.39,259.57,239.64
"MAB_0279c",152.78,146.78,114.93,84.42,72.35,101.27,47.35,46.51,39.69,171.73,137.76,146.54,126,104.81,116.84,72.24,82.84,93.76,245.12,270.27,270.54
"MAB_0280",205.77,275.04,165.31,97.26,87.93,143.51,54.7,64.68,69.57,343.96,302.03,445.35,171.72,202.23,190.84,129.16,119.18,134.24,441.18,417.72,366.78
"MAB_0281",278.45,262.47,197.46,172.59,137.82,210.51,88.76,139.07,105.65,473.54,451.73,577.24,212.04,261.18,200.34,171.23,137.57,176.92,732.64,595.66,516.05
"MAB_0282",328.47,302.69,217.65,235.01,191.99,308.18,44.66,72.89,50.54,405.68,374.23,442.86,377.72,346.16,345.51,252.45,281.97,317.64,447.69,350.3,322.77
"MAB_0283c",370.54,351.91,257.72,534.35,364.27,582.68,23.72,53.73,38.93,467.57,403.65,481.53,390.32,303.91,305.36,507.81,486.76,562.35,509.49,457.88,425.24
"MAB_0284c",48.76,56.22,31,48.07,49.81,64.72,6.09,24.85,7.09,41.53,49.76,54.51,64.54,78.28,67.7,79.23,46.57,69.39,31.39,41.62,36.3
"MAB_0285",98.73,111.22,59.39,104.81,74.93,128.93,38.5,27.68,29.5,108.88,104.81,116.8,121.07,119.07,116.73,107.65,86.31,120.85,178.86,137.5,171.04
"MAB_0286",15.69,13.3,8.19,17.55,11.04,13.7,17.85,9.05,9.99,8.16,6.28,11.99,17.65,27.95,32.41,13.18,14.19,7.5,6.3,11.78,13.3
"MAB_0287",78.45,127.03,76.81,115.09,84.65,115.66,21.72,18.42,31.15,85.61,88.82,109.95,115.85,198.82,176.81,127.53,118.38,98,59.24,57.24,47.49
"MAB_0288",20.32,25.3,13.57,22.72,14.49,23.58,11.95,18.62,14,10.96,24.7,22.07,21.36,29.19,51.95,34.23,19.49,17.3,24.58,17.8,18.55
"MAB_0289",81.07,96.82,51.7,105.42,65,107.42,34.68,36.14,43.69,92.81,129.45,145.35,134.15,186.05,155.03,149.51,134.78,134.12,91.09,89.24,53.22
"MAB_0290",181.28,192.19,117.54,177.16,153.64,219.57,150.34,182.84,187.46,158.92,416.5,370.2,355.03,480.68,329.43,230.28,221.11,207.26,105.34,105.45,111.35
"MAB_0291",162.09,167.64,97.77,162.34,97.15,149.36,98.11,137.82,120.69,186.01,238.55,239.36,199.53,258.91,232.84,202.45,182.16,167.74,179.68,181.84,134.78
"MAB_0292c",97.28,116.15,79.32,113.64,79.51,144.16,33.46,31.11,27.24,108.73,134.72,123.97,145.99,175.41,175.05,198.7,145.15,121.5,111.39,89.55,77.24
"MAB_0294",313.07,362.38,221.47,356.62,251.15,390.47,522.09,590.58,872.73,441.85,945.3,894.99,907.92,1253.93,651.46,418.72,488.04,397.59,168.03,162.27,130.53
