"","HE_AMI1_S7","HE_AMI2_S8","HE_AMI3_S9","HE_CLA1_S10","HE_CLA2_S11","HE_CLA3_S12","HE_NCA1_S19","HE_NCA2_S20","HE_NCA3_S21","HE_NTP1_S4","HE_NTP2_S5","HE_NTP3_S6","HE_NTP_AMI1_S13","HE_NTP_AMI2_S14","HE_NTP_AMI3_S15","HE_NTP_CLA1_S16","HE_NTP_CLA2_S17","HE_NTP_CLA3_S18","HE_unt1_S1","HE_unt2_S2","HE_unt3_S3"
"MAB_2452",90.43,80.74,72.15,114.82,97.45,141.07,14.05,51.39,21.84,104.2,86.76,102.92,102.3,90.95,83.54,163.85,186.65,206.66,65.61,79.16,77.92
"MAB_2453c",196.69,168.05,163.86,186.24,161.8,258.51,28.3,59.2,29.22,261.47,214.65,241.58,244.09,202.22,162.3,284.2,251.92,305.27,180.99,246.69,233.28
"MAB_2454c",241.64,226.18,164.53,151.64,130.78,175.74,50.81,157.3,90.26,239.43,215.64,282,259.03,244.86,206.01,189.11,177.38,189.38,234.97,270.59,246.84
"MAB_2455c",257.16,247.86,172.82,189.51,154.62,266.01,93.28,102.73,110.59,243.99,282.59,353.01,328.95,332.03,306.81,273.65,273.05,252.07,247.2,202.31,192.88
"MAB_2456",471.03,392.32,325.18,355.97,239.07,411.39,502.27,542.5,578.84,427.72,445.59,535.7,542.04,487.61,439.41,411.27,442.24,443.31,421.5,437.77,414.24
"MAB_2457c",747.55,610.35,540.8,465.62,378.59,610.39,28.15,95.38,39.68,864.77,701.65,893.92,688.62,489.46,566.55,538.43,588.05,643.58,1147.68,1144.14,1062.78
"MAB_2458c",49.97,46.18,43.34,55.59,44.59,54.46,46.47,98.19,71.46,79.22,59.81,70.8,82.46,65.89,58.27,75.57,74.65,72.5,63.5,56.59,51.23
"MAB_2459",41.64,43.95,32.15,26.15,31.59,39.54,10.53,20.45,11.89,28.46,38.66,43.61,38.96,53.95,64.24,43.68,36.62,34.61,12.66,30.57,32.58
"MAB_2460",61.96,56.55,38.89,45.92,30.62,51.66,45.32,83.24,49.74,58.01,86.97,84.28,69.24,84.54,113.38,84.53,65.36,77.68,45.24,49.77,44.23
"MAB_2461",30.41,35.18,21.82,40.85,20.55,49.19,26.36,57.28,29.35,53.01,63.19,67.8,66.12,45.89,49.14,39.12,27.97,36.81,37.24,42.35,33.99
"MAB_2462",54.19,46.34,31.66,63.92,41.72,71.05,47.08,111.43,58.18,42.84,63.42,73.88,63,75.36,78.42,80.23,46.35,57.19,46.12,60.66,50.84
"MAB_2463",71.86,51.84,53.97,30.68,26.86,37.73,49.04,104.81,45.54,59.15,60.57,60.11,51.47,80.66,86.97,46.15,44.05,45.64,59.28,63.47,60.27
"MAB_2464",109.93,112.42,75.53,124.42,100.88,116.62,88.16,206.3,162.65,133.08,84.88,111.59,165.12,120.69,98.54,157.53,158.8,190.74,100.47,126.23,105.04
"MAB_2465c",281.2,297.32,231.57,128.92,125.72,161.68,278.76,499.46,345.47,280.45,238.54,248.64,284.57,253.12,313.51,194.78,183.89,180.5,335.96,380.18,364.81
"MAB_2466c",268.93,255.03,199.34,216.05,167.55,240.55,214.32,311.35,257.07,167.86,210.93,240.43,281.58,384.31,380.82,222.2,228.5,175.31,206.8,142.24,148.2
"MAB_2467",717.73,647.45,496.66,214.53,178.18,313.93,7002.78,12515.28,7902.74,805.55,713.93,745.61,537.41,547.99,522.16,242,228.85,195.16,717.61,876.73,853.24
"MAB_2468",224.3,160.43,135.65,131.74,98.36,138.34,409.69,626.73,442.35,289.51,237.97,258.01,224.99,166.97,166.03,139.18,147.54,168.96,256.72,270.68,277.19
"MAB_2469",254.03,201.19,220.55,132.5,103.07,161.01,207.07,328.66,260.64,362.97,337.93,414.65,280.64,188.26,231.99,149.01,143.7,164.77,482.66,509.08,442.88
"MAB_2470c",8360.78,4699.62,6023.32,1491.01,1660.59,1414.18,614.91,1314.07,637.42,10300.01,8512.31,9393,8260.41,4831.54,5429.85,2075.58,1520.99,2145.27,15512.47,18048.05,17246.18
"MAB_2471c",388.86,258.35,274.69,543.27,364.08,543.65,32.18,62.14,27.12,369.78,270.42,334.58,415.09,289.07,279.49,915.96,980.82,1186.22,368.22,399.26,406.03
"MAB_2472c",373.15,333.68,255.28,266.53,179.07,354.11,8.14,21.05,13.19,602.8,509.11,653.15,344.88,302.09,283.78,297.91,267.47,344.96,894.3,854.69,694.42
"MAB_2473c",1016.35,746.55,701.08,434.42,403.93,531.31,51.15,100.27,38.68,1992.08,1728.34,2042.76,1274.07,911.18,916.91,604.49,596.18,649.47,2706.27,3332.97,2973.08
"MAB_2474",821.12,625.72,583.34,1048.3,761.15,843.27,55.11,112.42,67.34,2098.36,2325.95,2559.2,1926.19,1362.54,1133.14,1362.85,1551.5,1580.81,1895.62,2782.43,2626.88
"MAB_2475c",324.82,226.59,242.82,279.01,206.11,261.04,25.78,35.08,23.92,537.84,628.22,710.09,626.66,476.84,409.46,380.15,379,392.26,559.93,811.39,681.89
"MAB_2476",503.99,264.51,340.47,111.96,69.3,165.72,38.36,79.5,43.15,328.78,337.09,371.24,285.64,285.14,249.73,147.8,98.76,116.47,244.92,342.85,304.32
"MAB_2477c",5668.7,2932.18,4351.93,1522.16,1238.32,2516.72,497.12,768.16,618.51,3091.49,3773.2,4126.35,3859.16,3358.46,2693.7,1956.85,2263.53,2121,2910.2,4199.32,4066.61
"MAB_2478c",80.95,70.05,52.36,55.09,50.43,74.26,11.46,7.68,2.76,133.42,114.95,105.05,72.65,49.65,77.97,82.05,59.81,96.88,170.91,142.36,141.28
"MAB_2479c",35.15,34.26,28.26,38.01,18.12,27.77,5.74,7.05,8.47,79.43,47.81,79.66,48.18,37.2,46.27,46.43,30.59,36.45,62.34,85.85,85.69
"MAB_2480",403.43,262.92,286.36,497.76,582.59,668.22,12.41,26.22,14.08,563.39,471.41,554.26,558.32,408,327.09,1211.27,1505.24,1802.15,439.26,407.26,370.69
"MAB_2481",128.36,87.54,94.49,186.18,173.01,226.3,14.18,30.11,20.05,71.3,66.01,77.55,206.42,154.34,146.82,370.08,421.18,540.31,45.68,52.53,34.72
"MAB_2482",77.28,79.07,63.47,60.03,49.85,71.2,17.46,26.15,16.73,67.7,63.41,77.42,96.09,85.26,87.7,109.45,89.31,94.88,58.68,60.36,69.53
"MAB_2483c",25.18,20.18,18.72,19.18,12.05,21.11,5.53,5.55,7.11,20.18,24.73,33.68,31.07,28.2,28.62,34.61,25.97,27.68,9.72,17.32,12.72
"MAB_2484c",43.36,39.88,22.55,37.96,12.89,46.27,29.26,29.7,22.72,169.04,145.81,154.59,96.24,107.77,75.96,50.45,64.14,40.58,52.15,60.35,51.92
"MAB_2485c",124.84,98.53,89.92,63.04,44.58,72.97,64.18,136.28,76.89,498.14,477.42,461.08,325.85,277.96,231.11,114.45,119.3,102.31,204.34,179.26,165.64
"MAB_2486c",762.74,716.53,552.03,1202.14,901.31,1274.95,434.92,423.72,455,1089.8,1034.93,1168.62,1423.07,1546.92,1295.3,1882.35,2053.3,2190.55,497.15,468.77,439.69
"MAB_2487",619.04,673.92,435.08,1392.01,1007.04,1340.22,695.66,481.76,877.23,287.27,453.86,471.85,1185.04,1485.82,1097.47,2273.28,2567.24,2736.73,200.89,194.92,150.28
"MAB_2488c",2329.41,2305.27,1632,5206.61,3861.43,4877.03,459.14,758.53,529.7,3196.55,2594.38,2744.88,7227.22,7757.93,5732.99,12483.84,15430.62,15464.03,1677.31,1676.18,1466.53
"MAB_2489",28223.61,16764.69,23428.22,14033.3,8906.59,27054.99,289.01,1509.26,416.66,9948.22,11878.93,13569.16,23693.07,21173.15,13880.58,17344.69,23628.53,22194.27,11268.8,12271.27,10882.35
"MAB_2490",5382.28,2904.2,4698.7,1825.09,1267.14,5002.61,137.47,438.92,178.08,1754.12,2054.19,2346.73,2739.18,2871.7,2777.89,1528.38,2247.11,1759.05,2147.45,1919.45,1577.03
"MAB_2491c",1185.31,722.65,930.42,531.2,351.93,1493.42,44.07,115.3,63.08,374.82,354.68,434.72,598.41,629.92,679.89,407.09,580.19,534.26,418.64,306.65,280.08
"MAB_2492",133.76,93.03,88.69,130.95,82.93,282.77,21.59,35.32,31,152.46,192.81,231.22,148.92,128.04,162.73,124.89,139.14,131.26,123.3,127.16,110.08
"MAB_2493c",102.57,97.24,80.09,60.47,57.2,74.41,21.53,21.38,24,169.72,164.99,187.42,131.04,116.34,126.11,140.76,132.65,160.85,165.05,163.7,168.45
"MAB_2494c",112.65,102.99,81.88,75.73,61.32,121.27,28.08,25.96,40.61,164.89,150.73,158.05,159.45,138.81,149.43,130.72,113.14,124.23,160.39,145.93,135.23
"MAB_2495",150.65,103.26,109,58.18,66.84,101.7,249.57,142.86,335.22,187.11,210.84,190.74,129.57,161.45,134.41,110.38,114.74,97.82,165.14,185.89,142.28
"MAB_2496",138.84,98.43,101.12,46.82,33.38,64.5,127.5,83.88,176.23,175.91,162.96,177.14,108.16,102.88,110.39,80.93,77.58,66.51,213.97,195.51,174.59
"MAB_2497c",104.28,88.59,72.64,42.7,28.42,47.23,61.54,63.14,58.04,135.5,168.05,181.43,116.59,107.05,90.2,53.3,42.65,55.34,144.93,155.2,136.76
"MAB_2498c",539.93,520.61,362.51,234.12,179.91,272.03,100.01,171.59,126.8,1089.69,923.68,1039.78,891.7,639.85,591.09,374.69,319.57,370.57,818.01,875.39,810.97
"MAB_2499c",557.97,544.91,360.62,429.22,348.3,549.12,27.65,40.04,41.86,432.73,344.15,457.08,552.82,430.81,432.07,623.39,535.86,670.38,451.58,428.53,427.68
"MAB_2500",357.24,299.55,259.26,333.73,231.19,414.39,12.46,32.61,9.59,396.64,345.16,401.38,363.2,218.88,291.46,360.31,336.95,415.61,566.72,540.09,471.51
"MAB_2501",261.43,217.07,177.38,258.07,187.09,321.38,5.07,21.46,7.61,293.82,271.28,299.39,265.24,180.23,184.74,225.16,223.49,284.58,462.43,404.72,393.59
"MAB_2502",192.39,190.11,144.92,280.01,231.01,455.14,37.43,44.08,45.8,171.16,143.64,159.97,202.5,172.61,170.62,283.65,332.47,361.08,141.34,166.91,138.24
"MAB_2503c",85.04,80.14,48.97,101.62,67.34,125.74,117.45,79.16,114.64,96.86,106.5,110.84,111.32,138.18,133.92,134.26,118.95,111.89,73.11,76,82.41
"MAB_2504c",34.01,30.72,26.3,30.92,21.31,19.92,20.59,11.42,14.7,47.84,65.46,51.27,39.39,31.09,38.54,32.92,18.7,28.73,54.45,56.91,50
"MAB_2505c",55.39,85.05,41.07,66.86,43.89,102.92,67.09,72.07,66.36,109.53,100.35,115.36,116.26,96.74,138.26,118.43,91.07,104.91,71.65,96.97,70.65
"MAB_2506c",12.31,19.7,13.62,19.07,19.11,42.85,34.61,43.03,29.65,26.88,27.85,20.92,18.22,23.76,19.96,16.41,19.03,36.42,18.01,16.24,12.47
"MAB_2507",92.7,91.74,58.07,153.23,116.84,141.03,160.89,235.81,184.01,140.46,130.5,169.28,166.81,141.42,132.53,187.55,176.18,217.72,117.78,102.7,83.23
"MAB_2508",41.61,69.61,30.43,113.51,77.64,132.69,107.51,151.5,153.58,76.26,39.2,44.86,65.84,60.88,66.62,108.65,91.07,125.51,48.01,55.78,63.09
"MAB_2509c",4.14,7.01,2.43,11.03,8.61,24.72,61.55,42.51,71.05,3.22,6.51,4.23,9.97,5.59,9.93,12.62,10.78,17.57,2.72,4.12,4.16
"MAB_2510c",6.47,10.22,5.08,25.86,11.38,27.92,102.35,74.66,113.03,8.08,7.28,5.84,15.39,13.34,16.2,19.77,14.54,29.66,3.36,6.57,4.85
"MAB_2511",138.15,130.04,98.23,100.74,86.54,139.8,110.32,67.22,133.77,170.53,178.08,219.89,183.23,259.3,177.93,146.8,193.82,172.2,132.16,125.72,85.34
"MAB_2512",190.7,174.5,138.45,264.89,177.27,325.72,456.03,460.2,430.08,175.18,182.15,218.92,200.24,285.69,238.45,367.97,451.38,443.81,111.91,118.51,120.45
"MAB_2513c",378.73,374.01,256.34,295.76,198.69,353.99,1904.54,2303.93,1873.76,426.22,386.93,430.78,417.68,489.51,418.88,432.09,455.96,523.64,252.54,342.46,300.5
"MAB_2514c",38.59,51.05,15.2,48.97,47.14,46.84,82.62,68.84,100.16,32.62,56.53,53.96,49.74,62.84,67.42,59.36,55.12,72.81,31.74,21.46,22.65
"MAB_2515c",22.16,26.91,11.36,24.2,21.78,39.36,62.55,54.68,71.5,37.18,31.14,52.99,39.51,34.81,44.11,44.3,32.66,35.57,25.61,34.61,18.46
"MAB_2516c",15.7,14.19,6.91,10.46,6.86,18.47,48.47,23.74,53.39,12.46,13.96,15.53,9.47,10.05,27.47,14.46,8.91,9.85,3.74,16.15,12.28
"MAB_2517c",9.41,13.11,5.61,14,14.92,15.88,69.2,40.47,66.11,5.46,9.8,9,12.77,18.8,16.89,8.82,6.18,24.62,5,5.91,5
"MAB_2518",39.81,53.15,33.15,258.46,161.58,273.47,656.35,322.19,581.23,56.01,79.31,84.77,80.11,75.47,100.45,157.82,156.91,222.47,51.91,48.54,46.59
"MAB_2519c",17.77,31.82,12.32,87.3,37.01,108.38,190.15,206.31,244.49,26.12,21.28,23.36,22.78,23.01,25.81,47.12,42.97,76.73,19.58,24.66,25.19
"MAB_2520c",38.85,45.92,20.49,145.82,89.7,156.76,408.43,310.99,410.7,26.51,33.54,48.36,41.14,55.95,61.92,79.42,41.65,103.03,18.93,25.04,23.84
"MAB_2521c",37.8,29.09,27.12,71.93,50.92,76.74,176.7,107.09,163.32,27.35,27.43,40.07,40.32,64.46,53.22,74.47,49.05,80.7,13.57,17.32,21.24
"MAB_2522c",51.16,41.04,30.16,96.41,71.55,82.27,223.04,144.55,217.22,32.12,28.77,32.66,34.91,46.88,56.38,63.81,68.27,87.24,24.12,24.77,20.46
"MAB_2523c",129.64,130.89,102.68,93.46,57.47,96.53,126.57,168.99,117.88,165.24,146.14,182.39,166.39,179.72,150.16,101.28,107.88,139.36,111.01,96.14,106.34
"MAB_2524",106.27,99.42,75.57,213.53,144.97,183.04,58.41,35.46,49.69,141.96,131.24,145,173.66,138.22,132.38,199.82,178.05,213.09,149.16,142.42,127.89
"MAB_2525c",37.53,43.54,32.07,71.22,45.28,72.34,113.04,76,97.08,47.7,48.92,62.26,53.2,55.03,42.54,79.51,85.2,100.54,32.27,34.85,36.01
"MAB_2526c",66,81.43,40.38,381.81,202.26,386.16,430.39,451.12,548.14,66.3,68.96,71.14,79.99,103.51,78.38,229.64,211.31,319.36,49.53,50.78,36.68
"MAB_2527",278.11,269.42,162.53,387.69,272.3,448.43,161.15,209.08,180.01,245.32,280.74,287.18,320.34,439.66,312.68,445.7,364.34,488.28,169.85,155.18,120.16
"MAB_2528c",29.43,41.84,28.96,140.16,94.64,147.47,12.78,47.91,30.72,41.19,43.95,47.7,34.3,18.04,31.55,91.57,73.41,146.34,42.32,43.96,33.58
"MAB_2529c",10.54,8.27,3.85,42.66,38.42,60.86,13.23,5.76,16.12,11.27,6.54,14.26,13,11.78,15.31,38.47,33.84,49.61,6.39,9.99,1.38
"MAB_2530c",32.96,37.11,25.82,103.55,49.95,96.69,73.14,58.68,73.84,43.72,38.77,40.55,47.81,37.69,52.92,88.27,75.18,105.24,27,24.74,32.14
"MAB_2531c",33.99,31.05,16.84,37.35,21.62,44.31,71.36,42,62.81,29.88,26,39.2,30.97,45.47,54.23,43.49,49.84,38.15,22.39,18.54,22.62
"MAB_2532",53.57,77.03,25.47,203.32,167.46,187.23,53.32,101.55,137.26,29.72,54.97,35.53,42.93,50.61,29.22,86.99,56.82,124.46,25.27,38.81,19.82
"MAB_2533",38.65,46.2,19.93,168.49,130.88,149.91,76.11,67.15,85,32.55,36.77,42.22,31.96,35.03,34.8,118.12,107.14,145.3,26.03,24.62,20.96
"MAB_2534c",110.7,87.41,108.41,147.49,126.01,160.54,63.38,73.51,73.41,189.3,146.14,178.89,139.42,99.45,123.14,149.19,104.16,164.2,132.81,129.68,131.65
"MAB_2535",87.61,113.26,55.93,101.14,77.89,129.15,23.31,22.55,14.53,142.01,105.68,139.7,71.11,83.77,103.89,129.81,97.31,113.01,138.54,125.88,120.2
"MAB_2536",12.45,11.92,4.77,22.08,10.24,31.53,3.45,3.91,1,7.41,4.36,3.74,6.01,8.47,19.19,8.59,15.53,15.01,4.97,6.09,8.62
"MAB_2537c",147.97,136.19,92.77,241.66,175.41,245.61,55.43,69.14,75.72,156.45,153.36,195.09,207.61,224.36,246.11,339.53,280.18,366.27,90.7,78.23,83.38
"MAB_2538c",146.77,132.68,106.04,56.03,38.07,71.07,65.49,66.77,75.92,182.55,183.84,203.95,140.5,174.64,168.18,77.72,91.95,73.62,139.96,164.8,149.07
"MAB_2539c",353.86,276.78,228.36,156.08,127.43,189.54,159.12,111.88,205.88,391.86,387.69,415.88,405.78,423.51,426.19,265.8,262.99,224.31,365.2,360.61,332.59
"MAB_2540c",209,172.78,166.03,140.27,96.57,145.72,53.96,69.38,87.65,193.03,161.86,159.01,267.22,263.34,295.08,203.65,262.78,198.85,140.97,147.97,140.8
"MAB_2541c",252.59,248.2,199.59,265.05,203.53,293.38,105.46,79.7,129.15,209.49,299.14,298.31,459.34,669.84,513.8,401.34,500.54,419.04,97.41,88.19,72.23
"MAB_2542",152.01,121.78,78.28,117.95,78.22,138.88,11.95,18.18,13.85,159.5,133.16,157.12,223.12,192.46,157.53,159.31,161.39,165.86,121.53,115.58,122.64
"MAB_2543c",129.81,130.32,96.43,132.35,108.78,136.42,21.86,28.69,26.28,176.18,156.3,179.35,174.46,165.26,144.38,187.66,195.19,214.62,141.16,153.35,129.09
"MAB_2544c",192.64,175.64,147.54,121.34,107.66,134.23,68.53,98.28,98.57,230.78,219.89,305.55,274.3,259.22,239.8,142.57,141.12,128.11,211.96,251.57,239.08
"MAB_2545c",51.7,60.5,31.38,47.3,27.09,39.85,40.89,35.23,45.54,83.3,63.01,84.14,92.96,110.18,87.38,80.97,85.66,86.62,44.11,57.59,56.11
"MAB_2546",239.53,239.12,152.47,198.97,152.05,234.03,540.97,459.77,610.85,257.39,305.99,347.15,360.12,447.95,392.09,288.12,322.32,268.32,195.46,169.19,173.11
"MAB_2547c",150.26,148.14,134.77,96.11,56.46,107.42,74.95,121.73,83.74,199.96,165.58,191.81,173.15,144.31,183,110.12,118.78,100.76,190.88,223.05,210.14
"MAB_2548c",421.88,407.7,272.32,299.72,231.5,307.93,120.81,188.84,163.08,401.51,350.35,368.23,522.73,379.39,475.3,366.53,354.14,393.62,433.57,450.77,429.45
"MAB_2549",159.87,139.77,141.73,109.12,79.97,159.15,26.35,37.55,39.08,222.08,221.55,229.49,128.76,165.22,117.04,127.35,134.05,135.83,263.46,263.17,237.99
"MAB_2550c",1310.14,1344.93,1014.2,870.13,434.24,1578.93,214.27,297.67,250.09,776.2,661.16,908.62,818.77,1360.39,1231.03,766.55,911.18,870.86,863.68,1033.66,899.35
"MAB_2551",312.09,236.28,228.84,155.05,109.42,293.26,24.76,26.61,42.39,212,175.68,310.31,187.39,255.24,174.96,143.36,169.26,148.78,206.54,168.26,155.41
"MAB_2552c",256.7,158.05,185.32,145.03,95.76,248.26,27,38.77,26.07,216.68,190.88,255.51,116.84,142.78,163.22,115.53,136.72,111.04,160.82,184.43,162.16
"MAB_2553",232.72,196.82,139.11,167.28,110.08,172.97,47.7,65.12,57.66,229.27,252.09,269.88,239.27,232.12,196.38,189.23,175.64,234.47,279.64,255.92,204.09
"MAB_2554",191.38,149.31,143.16,79.57,60.31,97.42,18.84,16.3,19.19,188.96,142.45,163.53,202.99,162.49,159.19,94.38,96.16,102.2,284.23,233.43,196.54
"MAB_2555",275.39,262.38,192.92,282.53,186.57,297.47,37.18,71.24,43.12,422.43,476.19,547.09,242.86,265.45,224.39,227.73,257.97,303.89,711.26,702.57,604.55
"MAB_2556c",106.92,92.26,54.18,217.31,164.8,252.55,49.72,37.12,43.77,61.27,48.27,63.42,85.85,98.72,110.59,146.65,141.8,221.74,73.05,61.59,70.61
"MAB_2557c",29.03,50.72,33.82,63.05,39.07,64.8,38.54,36.03,50.64,20.84,40.58,50.43,45.69,73.38,75.23,55.5,60.26,52.89,19.18,18.26,18.18
"MAB_2558",123.05,119.18,96.76,60.45,67.54,100.61,23.96,19.55,35.27,85.99,52.07,81.23,115.95,118.12,128.46,72.16,85.11,75.23,52.18,73.47,61.23
"MAB_2559c",725.47,682.07,555.22,296.5,269.18,383.73,27.12,47.7,28.54,919.7,736.03,852.32,701.73,501.82,727.12,363.81,346.36,414.96,1009.09,896.31,834.73
"MAB_2560",570.62,463.62,353.22,327.91,321.72,336,42.92,77.73,28.93,917.23,681.5,878.84,524.04,371.93,460.55,436.28,437.95,548.3,1424.73,1183.28,1223.57
"MAB_2561c",436.27,330.41,260.04,282.15,254.8,283.09,110.77,266.55,107.78,337.95,253.19,294.16,349.61,226.74,364.84,339.12,279.01,372.31,374.15,396.74,424.32
"MAB_2562c",391.73,429.64,253.43,242.31,202.28,234.91,1170,764.59,1197.38,155.7,178.82,219.01,298.53,344.28,436.69,264.92,279.77,239.57,264.15,261.49,252.59
"MAB_2563",101.47,88.65,47.99,141.65,88.89,157.32,19.57,8.53,17.96,57.27,63.38,49.23,113.62,92.58,93.22,184.64,202.22,232.08,40.15,62.24,49.05
"MAB_2564",171.69,161.11,101.54,174.09,123.32,181.86,47.91,32.46,41.97,138.15,131.35,156.23,194.84,160.39,179.3,205.93,203.97,241.69,110.85,140.86,112
"MAB_2565c",48.03,34.39,39.01,45.32,35.5,64.08,13.09,6.97,10.8,47.38,35.31,41.7,63.19,37.72,56.23,71.18,57.23,77.97,33.18,33.51,33.14
"MAB_2566",22.27,34.46,21.03,31.41,23.66,20.61,14.23,8.69,6.92,15.69,20.28,20.5,34.68,22.31,37.59,46.01,48.03,49.78,25.7,24.57,20.05
"MAB_2567",65.73,63.38,43.3,68.69,61.66,71.57,67.22,38.74,60.31,71.95,70.43,59.3,96.15,92.91,93.49,94.03,84.12,80.18,41.65,71.76,44.66
"MAB_2568",49.78,32.8,22.74,35.85,22.14,43.86,84.92,68.42,98.23,32.57,56.53,49.54,71.07,75.57,46.8,62.97,62.03,76.32,29.32,37.91,20.34
"MAB_2569c",73.36,60.31,72.12,76.78,56.38,108.19,12.54,23.2,15,62.18,75.76,75.95,95.76,88.32,78.03,84.24,80.55,77.82,50.59,51.38,63.82
"MAB_2570c",85.83,87.72,64.51,104.34,86.01,108.91,62,56.81,69.23,111.77,121.49,138.42,134.27,152.58,131.84,151.76,132.01,152.68,79.55,84.43,60.02
"MAB_2571c",37.41,51.39,29.68,43.09,32.9,58.44,38.28,54.07,44.42,47.07,52.55,45.52,46.95,52.27,61.4,64.48,48.74,70.49,49.61,49.21,38.18
"MAB_2572c",30.83,25.7,24.26,33.71,19.28,29.26,27.4,42.18,36.75,24.66,27.82,37.04,43.88,37.81,33.07,41.26,43.68,39.15,28.75,27.32,28.91
"MAB_2573c",25.88,31.11,13.77,34.92,22.39,30.09,36.43,49.82,52.05,27.96,23.23,27.72,27.19,38.19,36.59,38.97,41.47,39.85,25.61,20.59,22
"MAB_2574c",137.12,145.12,78.39,194.77,156.39,179.69,153.12,166.72,156.18,128.81,147.5,173.46,154.11,192.64,190.91,244.76,220.01,243.11,119.97,86.23,84
"MAB_2575c",22.45,35.76,24.95,32.57,23.73,34.82,87.35,91.91,82.47,20.14,22.26,27.18,36.89,41.18,39.84,33.01,35.28,28.8,25.46,17.38,22.45
"MAB_2576c",72.07,69.32,43,67.35,49.22,67.08,277.76,261.64,274.72,41,33.47,35.46,51.49,78.23,95.58,73.61,71,46.16,41.88,39.96,23.61
"MAB_2577",189.61,242.62,149.96,126.85,92.8,127.85,75.92,95.36,89.3,193.22,206.55,224.45,251.04,272.03,233.47,187.57,147.7,134.12,202.66,190.26,142.5
"MAB_2578c",171.64,146.34,142.59,98.66,78.24,129.69,56.68,41.19,47.2,126.05,106.27,109.05,169.62,146.84,183.7,131.28,100.14,133.69,111.81,113.08,81.93
"MAB_2579",198.66,136.95,155.61,134.97,96.26,204.04,7.36,8.01,3.61,187.69,183.85,170.64,177.55,156.04,133.86,181.31,220.73,263.82,186.69,166.82,147.36
"MAB_2580c",8.61,4.74,4.32,10.99,8.39,11.38,8.45,3.59,3.04,10.7,9.57,12.53,13.09,9.23,13.58,19.88,21.58,25.04,12.5,5.96,8.18
"MAB_2581",247.34,202.14,168.05,127.35,90.03,184.59,162.64,144.65,128.59,394.76,368.2,410.62,386.38,227.38,222.5,183.88,189.14,195.08,326.46,349.34,286.15
"MAB_2582",94.19,74.43,74.16,44.16,36.82,62.84,90.46,155.8,114.53,149.88,127.24,132.15,112.51,111.54,107.58,85.12,68.91,61.23,84.89,132.22,94.27
"MAB_2583c",311,305.34,231.47,199.16,150.38,228.23,616.43,1046.26,734.93,511.43,620.34,604.47,566.72,533.59,496.03,280.35,334,358.92,522.69,439.43,433.04
"MAB_2584",38.26,53.8,31.12,88.07,68.5,90.7,29.66,37.32,34.64,56.28,46.12,79.35,44.19,62.39,101.01,95.51,85.36,94.41,35.12,47.34,48.41
"MAB_2585",19.31,17.81,7.51,41.77,25.24,42.64,6.35,6.66,11.09,13.51,16.18,24.73,10.69,11.55,28.03,46.18,22.8,42.34,21.53,25.27,19.91
"MAB_2586",127,123.91,85.62,74.68,65.04,108.41,39.11,98.09,39.51,265.92,241.42,305.72,173.74,139.42,122,102.86,92.35,152.92,369.18,279.97,301.34
"MAB_2587",160.36,134.43,85.84,82.46,49.07,111.46,33.11,34.97,37.59,195.2,170.74,219.84,129.53,132.43,119.5,113.03,102.45,101.24,166.51,158.54,147.11
"MAB_2588",404.47,322.74,276.49,209.61,157.24,249.22,28.61,33.38,38.22,494.28,419.57,473.58,544.58,443.01,364.77,274.27,340.86,320.51,503.58,563.51,544.95
"MAB_2589c",274.35,218.47,171.88,136.7,89.24,138.11,35.86,43.24,54.46,206.28,223.53,232.74,295.74,234.16,243.26,129.5,128.38,139.28,242.72,232.04,225.86
"MAB_2590",134.26,133.59,75.59,110.68,80.58,136.55,404.01,682.72,429.2,148.39,111.05,145.86,153.35,222.93,195.73,141.45,149.26,133.77,86.14,82.43,81.23
"MAB_2591c",148.12,140.09,89.53,112.35,93.36,165.03,1299.39,2101.26,1381.32,143.19,163.35,191.8,199.76,303.65,251.34,164.45,167.27,148.74,103.26,104.99,104.14
"MAB_2592c",318.95,382.68,191.2,244.81,196.04,324.81,927.8,1635.35,935.77,277.22,728.72,656.34,504.51,923.39,790.07,387.53,410.99,240.27,126.85,92.95,104.15
"MAB_2593",152.19,210.99,108.16,101.46,61.12,101.16,138.46,299.76,172.05,90.81,180.34,176.82,158.38,343.16,276.43,112.47,144.58,64.7,100.36,73.01,76.42
"MAB_2594",342.05,273.03,256.97,140.77,90.23,135.38,41.23,53.23,38.68,386.08,279.28,368.5,265.24,209.28,227.7,132.3,118.97,127.92,567.27,485.95,507.99
"MAB_2595",242.58,184.27,146.42,131.96,75.19,88.65,15.12,29.42,15.49,162.36,132.55,149.19,190.04,177.2,220.49,137.11,104.91,113.35,190.62,168.16,174.69
"MAB_2596c",55.61,46.96,49.26,32.45,20.3,31.24,15.64,24.7,18.86,22.65,33.45,37.91,57.64,71.46,58.66,48.82,30.18,48.03,26.19,25.03,20.66
"MAB_2597",60.86,55.46,41.58,61.05,39.46,62.41,5.26,11.54,4.93,72.99,59.24,87.14,62.36,61.46,35.38,36.54,44.88,38.89,84.93,74.77,65.15
"MAB_2598",325.47,269.28,218.41,190.96,157.69,219.88,55.89,66.22,64.3,352.72,304.08,352.76,304.45,281.57,295.64,211.93,199.41,212.49,337.8,363.03,300.26
